area_id,area_name,area_type,mandal,district,anm_id
417,Orai Area 417,VILLAGE,Tadepalligudem,Haryana,17
418,Vadodara Area 418,COLONY,Rourkela,Odisha,18
419,Singrauli Area 419,VILLAGE,Alwar,Andhra Pradesh,19
420,Maheshtala Area 420,VILLAGE,Lucknow,Nagaland,20
421,Tiruppur Area 421,WARD,Sirsa,Punjab,21
422,Bhatpara Area 422,WARD,Proddatur,Karnataka,22
423,Nangloi Jat Area 423,VILLAGE,Ichalkaranji,Bihar,23
424,Bhopal Area 424,VILLAGE,Suryapet,Haryana,24
425,Ahmedabad Area 425,WARD,Agra,Sikkim,25
426,Amaravati Area 426,VILLAGE,Jalandhar,Jharkhand,26
427,Kurnool Area 427,VILLAGE,Serampore,Manipur,27
428,Belgaum Area 428,SLUM,Dibrugarh,West Bengal,28
429,Khandwa Area 429,VILLAGE,Mehsana,Jharkhand,29
430,Chinsurah Area 430,VILLAGE,Tiruppur,Goa,30
431,Bettiah Area 431,VILLAGE,Miryalaguda,Tamil Nadu,31
432,Raurkela Industrial Township Area 432,WARD,Etawah,Jharkhand,32
433,Srinagar Area 433,WARD,Haldia,Himachal Pradesh,33
434,Thanjavur Area 434,VILLAGE,Bhiwandi,Maharashtra,34
435,Ujjain Area 435,WARD,Ambala,Punjab,35
436,Hindupur Area 436,COLONY,Kulti,Jharkhand,36
437,Bokaro Area 437,VILLAGE,Hapur,Punjab,37
438,Kadapa Area 438,VILLAGE,Farrukhabad,Bihar,38
439,Khammam Area 439,COLONY,Sirsa,Madhya Pradesh,39
440,Naihati Area 440,VILLAGE,Pune,Gujarat,40
441,Hazaribagh Area 441,VILLAGE,Asansol,Odisha,41
442,Rohtak Area 442,VILLAGE,Farrukhabad,Maharashtra,42
443,Adoni Area 443,VILLAGE,Guna,Meghalaya,43
444,Allahabad Area 444,WARD,Salem,Mizoram,44
445,Jodhpur Area 445,VILLAGE,Bardhaman,Andhra Pradesh,45
446,Giridih Area 446,VILLAGE,Thoothukudi,Meghalaya,46
447,Solapur Area 447,COLONY,Mathura,Chhattisgarh,47
448,Imphal Area 448,VILLAGE,Rohtak,Punjab,48
449,Gangtok Area 449,COLONY,Naihati,West Bengal,49
450,Bangalore Area 450,VILLAGE,Dewas,Punjab,50
451,Durg Area 451,VILLAGE,Mehsana,Goa,51
452,Miryalaguda Area 452,COLONY,Hindupur,Jharkhand,52
453,Jaipur Area 453,COLONY,Panchkula,Goa,53
454,Vasai-Virar Area 454,VILLAGE,Eluru,Jharkhand,54
455,Jaipur Area 455,WARD,Nagercoil,Nagaland,55
456,Gandhidham Area 456,VILLAGE,Chandrapur,Goa,56
457,Chapra Area 457,VILLAGE,Mahbubnagar,Haryana,57
458,Panvel Area 458,VILLAGE,Raurkela Industrial Township,Sikkim,58
459,Guntakal Area 459,VILLAGE,Tadipatri,Rajasthan,59
460,Gorakhpur Area 460,COLONY,Tiruppur,Odisha,60
461,Chennai Area 461,SLUM,Katni,Sikkim,61
462,Tadipatri Area 462,VILLAGE,Kirari Suleman Nagar,Chhattisgarh,62
463,Bikaner Area 463,WARD,Nashik,Jharkhand,63
464,Sirsa Area 464,WARD,Agra,Goa,64
465,Chinsurah Area 465,WARD,Gandhidham,West Bengal,65
466,Meerut Area 466,COLONY,Motihari,West Bengal,66
467,Pondicherry Area 467,VILLAGE,Etawah,Andhra Pradesh,67
468,Phagwara Area 468,VILLAGE,Ulhasnagar,Madhya Pradesh,68
469,Tadepalligudem Area 469,VILLAGE,Nashik,Telangana,69
470,Tenali Area 470,WARD,Rajahmundry,Bihar,70
471,Panvel Area 471,VILLAGE,Hubli–Dharwad,West Bengal,71
472,Bally Area 472,VILLAGE,Tirupati,Mizoram,72
473,Gaya Area 473,VILLAGE,Gulbarga,Maharashtra,73
474,Panchkula Area 474,COLONY,Patna,Telangana,74
475,Gorakhpur Area 475,VILLAGE,Karnal,Mizoram,75
476,Amravati Area 476,VILLAGE,Bharatpur,Goa,76
477,Tirupati Area 477,COLONY,Barasat,Sikkim,77
478,Moradabad Area 478,COLONY,Narasaraopet,Sikkim,78
479,Anantapuram Area 479,WARD,Burhanpur,Sikkim,79
480,Anand Area 480,VILLAGE,Panvel,Arunachal Pradesh,80
481,Dhule Area 481,VILLAGE,Durg,Tripura,81
482,Narasaraopet Area 482,VILLAGE,Avadi,Rajasthan,82
483,Bareilly Area 483,WARD,Hospet,Chhattisgarh,83
484,Gopalpur Area 484,VILLAGE,Pondicherry,Uttar Pradesh,84
485,Howrah Area 485,VILLAGE,Nellore,Assam,85
486,Narasaraopet Area 486,WARD,Dharmavaram,Meghalaya,86
487,Kulti Area 487,VILLAGE,Panihati,Goa,87
488,Sambhal Area 488,VILLAGE,Bijapur,Odisha,88
489,Haldia Area 489,VILLAGE,Farrukhabad,Haryana,89
490,Aizawl Area 490,VILLAGE,Udaipur,Maharashtra,90
491,Noida Area 491,SLUM,Akola,Tamil Nadu,91
492,Sambalpur Area 492,VILLAGE,Agra,West Bengal,92
493,Rewa Area 493,VILLAGE,Tezpur,Kerala,93
494,Bijapur Area 494,WARD,Dharmavaram,Kerala,94
495,Muzaffarpur Area 495,VILLAGE,Raichur,Sikkim,95
496,Muzaffarpur Area 496,VILLAGE,Hubli–Dharwad,Jharkhand,96
497,Arrah Area 497,VILLAGE,Kavali,Kerala,97
498,Rajpur Sonarpur Area 498,VILLAGE,Phusro,Rajasthan,98
499,Aligarh Area 499,WARD,Dehradun,Telangana,99
500,Chandrapur Area 500,VILLAGE,Kollam,Punjab,100
