family_id,area_id,house_number,house_type,has_toilet,socio_economic_category
34213,213,H-34213,PUCCA,True,LOW
34214,214,H-34214,PUCCA,True,MIDDLE
34215,215,H-34215,SEMI_PUCCA,True,LOW
34216,216,H-34216,PUCCA,True,MIDDLE
34217,217,H-34217,KUTCHA,True,LOW
34218,218,H-34218,PUCCA,True,MIDDLE
34219,219,H-34219,KUTCHA,True,MIDDLE
34220,220,H-34220,PUCCA,False,LOW
34221,221,H-34221,PUCCA,True,MIDDLE
34222,222,H-34222,PUCCA,True,LOW
34223,223,H-34223,PUCCA,True,LOW
34224,224,H-34224,PUCCA,True,HIGH
34225,225,H-34225,SEMI_PUCCA,True,LOW
34226,226,H-34226,PUCCA,True,HIGH
34227,227,H-34227,PUCCA,False,LOW
34228,228,H-34228,SEMI_PUCCA,True,HIGH
34229,229,H-34229,PUCCA,False,HIGH
34230,230,H-34230,PUCCA,True,MIDDLE
34231,231,H-34231,PUCCA,True,HIGH
34232,232,H-34232,PUCCA,False,MIDDLE
34233,233,H-34233,PUCCA,True,MIDDLE
34234,234,H-34234,KUTCHA,True,LOW
34235,235,H-34235,PUCCA,True,LOW
34236,236,H-34236,PUCCA,True,MIDDLE
34237,237,H-34237,KUTCHA,True,HIGH
34238,238,H-34238,KUTCHA,True,MIDDLE
34239,239,H-34239,SEMI_PUCCA,True,LOW
34240,240,H-34240,PUCCA,True,LOW
34241,241,H-34241,PUCCA,True,LOW
34242,242,H-34242,PUCCA,True,MIDDLE
34243,243,H-34243,PUCCA,True,LOW
34244,244,H-34244,PUCCA,True,MIDDLE
34245,245,H-34245,PUCCA,True,LOW
34246,246,H-34246,SEMI_PUCCA,True,MIDDLE
34247,247,H-34247,KUTCHA,False,MIDDLE
34248,248,H-34248,SEMI_PUCCA,True,HIGH
34249,249,H-34249,KUTCHA,True,MIDDLE
34250,250,H-34250,PUCCA,False,MIDDLE
34251,251,H-34251,PUCCA,True,MIDDLE
34252,252,H-34252,SEMI_PUCCA,True,MIDDLE
34253,253,H-34253,SEMI_PUCCA,True,MIDDLE
34254,254,H-34254,SEMI_PUCCA,True,LOW
34255,255,H-34255,PUCCA,True,MIDDLE
34256,256,H-34256,PUCCA,True,LOW
34257,257,H-34257,SEMI_PUCCA,True,MIDDLE
34258,258,H-34258,KUTCHA,True,LOW
34259,259,H-34259,PUCCA,True,LOW
34260,260,H-34260,SEMI_PUCCA,False,MIDDLE
34261,261,H-34261,PUCCA,True,MIDDLE
34262,262,H-34262,KUTCHA,True,MIDDLE
34263,263,H-34263,PUCCA,True,LOW
34264,264,H-34264,PUCCA,True,MIDDLE
34265,265,H-34265,PUCCA,True,MIDDLE
34266,266,H-34266,PUCCA,True,MIDDLE
34267,267,H-34267,SEMI_PUCCA,True,MIDDLE
34268,268,H-34268,PUCCA,False,MIDDLE
34269,269,H-34269,PUCCA,False,LOW
34270,270,H-34270,SEMI_PUCCA,True,MIDDLE
34271,271,H-34271,KUTCHA,True,MIDDLE
34272,272,H-34272,PUCCA,True,LOW
34273,273,H-34273,PUCCA,True,MIDDLE
34274,274,H-34274,PUCCA,True,MIDDLE
34275,275,H-34275,PUCCA,False,MIDDLE
34276,276,H-34276,KUTCHA,True,LOW
34277,277,H-34277,PUCCA,True,MIDDLE
34278,278,H-34278,SEMI_PUCCA,True,MIDDLE
34279,279,H-34279,PUCCA,True,HIGH
34280,280,H-34280,PUCCA,False,LOW
34281,281,H-34281,PUCCA,True,LOW
34282,282,H-34282,SEMI_PUCCA,True,MIDDLE
34283,283,H-34283,SEMI_PUCCA,True,MIDDLE
34284,284,H-34284,SEMI_PUCCA,True,MIDDLE
34285,285,H-34285,SEMI_PUCCA,True,LOW
34286,286,H-34286,SEMI_PUCCA,True,LOW
34287,287,H-34287,KUTCHA,True,LOW
34288,288,H-34288,PUCCA,True,MIDDLE
34289,289,H-34289,PUCCA,True,HIGH
34290,290,H-34290,KUTCHA,True,LOW
34291,291,H-34291,PUCCA,True,LOW
34292,292,H-34292,SEMI_PUCCA,True,LOW
34293,293,H-34293,PUCCA,True,MIDDLE
34294,294,H-34294,PUCCA,True,HIGH
34295,295,H-34295,SEMI_PUCCA,True,MIDDLE
34296,296,H-34296,SEMI_PUCCA,True,MIDDLE
34297,297,H-34297,PUCCA,True,MIDDLE
34298,298,H-34298,SEMI_PUCCA,False,HIGH
34299,299,H-34299,SEMI_PUCCA,True,LOW
34300,300,H-34300,SEMI_PUCCA,True,MIDDLE
34301,301,H-34301,KUTCHA,True,MIDDLE
34302,302,H-34302,SEMI_PUCCA,False,MIDDLE
34303,303,H-34303,KUTCHA,False,MIDDLE
34304,304,H-34304,KUTCHA,True,LOW
34305,305,H-34305,SEMI_PUCCA,False,MIDDLE
34306,306,H-34306,SEMI_PUCCA,True,LOW
34307,307,H-34307,PUCCA,True,LOW
34308,308,H-34308,PUCCA,True,MIDDLE
34309,309,H-34309,PUCCA,True,HIGH
34310,310,H-34310,KUTCHA,True,LOW
34311,311,H-34311,PUCCA,False,MIDDLE
34312,312,H-34312,PUCCA,True,LOW
34313,313,H-34313,PUCCA,True,MIDDLE
34314,314,H-34314,KUTCHA,True,MIDDLE
34315,315,H-34315,SEMI_PUCCA,True,MIDDLE
34316,316,H-34316,PUCCA,True,MIDDLE
34317,317,H-34317,PUCCA,True,MIDDLE
34318,318,H-34318,PUCCA,True,HIGH
34319,319,H-34319,PUCCA,True,MIDDLE
34320,320,H-34320,PUCCA,True,MIDDLE
34321,321,H-34321,PUCCA,True,MIDDLE
34322,322,H-34322,PUCCA,True,LOW
34323,323,H-34323,KUTCHA,True,MIDDLE
34324,324,H-34324,SEMI_PUCCA,True,LOW
34325,325,H-34325,PUCCA,True,LOW
34326,326,H-34326,PUCCA,True,LOW
34327,327,H-34327,SEMI_PUCCA,True,LOW
34328,328,H-34328,PUCCA,True,HIGH
34329,329,H-34329,PUCCA,True,MIDDLE
34330,330,H-34330,KUTCHA,True,MIDDLE
34331,331,H-34331,PUCCA,False,MIDDLE
34332,332,H-34332,PUCCA,True,MIDDLE
34333,333,H-34333,PUCCA,True,HIGH
34334,334,H-34334,PUCCA,True,LOW
34335,335,H-34335,PUCCA,True,LOW
34336,336,H-34336,KUTCHA,True,HIGH
34337,337,H-34337,PUCCA,True,MIDDLE
34338,338,H-34338,PUCCA,True,MIDDLE
34339,339,H-34339,PUCCA,True,LOW
34340,340,H-34340,PUCCA,True,MIDDLE
34341,341,H-34341,SEMI_PUCCA,False,MIDDLE
34342,342,H-34342,SEMI_PUCCA,True,MIDDLE
34343,343,H-34343,KUTCHA,True,MIDDLE
34344,344,H-34344,SEMI_PUCCA,True,MIDDLE
34345,345,H-34345,SEMI_PUCCA,True,MIDDLE
34346,346,H-34346,SEMI_PUCCA,True,MIDDLE
34347,347,H-34347,PUCCA,False,LOW
34348,348,H-34348,PUCCA,False,MIDDLE
34349,349,H-34349,PUCCA,False,LOW
34350,350,H-34350,PUCCA,False,HIGH
34351,351,H-34351,KUTCHA,True,HIGH
34352,352,H-34352,SEMI_PUCCA,False,HIGH
34353,353,H-34353,SEMI_PUCCA,False,HIGH
34354,354,H-34354,PUCCA,True,MIDDLE
34355,355,H-34355,PUCCA,False,MIDDLE
34356,356,H-34356,PUCCA,True,MIDDLE
34357,357,H-34357,PUCCA,False,HIGH
34358,358,H-34358,PUCCA,False,MIDDLE
34359,359,H-34359,PUCCA,False,LOW
34360,360,H-34360,PUCCA,True,MIDDLE
34361,361,H-34361,SEMI_PUCCA,True,MIDDLE
34362,362,H-34362,SEMI_PUCCA,False,MIDDLE
34363,363,H-34363,PUCCA,True,MIDDLE
34364,364,H-34364,SEMI_PUCCA,True,MIDDLE
34365,365,H-34365,KUTCHA,True,MIDDLE
34366,366,H-34366,PUCCA,True,MIDDLE
34367,367,H-34367,PUCCA,True,MIDDLE
34368,368,H-34368,PUCCA,True,HIGH
34369,369,H-34369,SEMI_PUCCA,True,MIDDLE
34370,370,H-34370,PUCCA,True,HIGH
34371,371,H-34371,SEMI_PUCCA,True,LOW
34372,372,H-34372,KUTCHA,True,MIDDLE
34373,373,H-34373,PUCCA,True,HIGH
34374,374,H-34374,SEMI_PUCCA,False,HIGH
34375,375,H-34375,SEMI_PUCCA,False,MIDDLE
34376,376,H-34376,SEMI_PUCCA,True,MIDDLE
34377,377,H-34377,SEMI_PUCCA,True,MIDDLE
34378,378,H-34378,KUTCHA,True,MIDDLE
34379,379,H-34379,KUTCHA,True,LOW
34380,380,H-34380,SEMI_PUCCA,False,LOW
34381,381,H-34381,SEMI_PUCCA,True,HIGH
34382,382,H-34382,PUCCA,True,MIDDLE
34383,383,H-34383,PUCCA,True,MIDDLE
34384,384,H-34384,SEMI_PUCCA,True,LOW
34385,385,H-34385,SEMI_PUCCA,True,LOW
34386,386,H-34386,SEMI_PUCCA,False,HIGH
34387,387,H-34387,PUCCA,True,LOW
34388,388,H-34388,SEMI_PUCCA,True,MIDDLE
34389,389,H-34389,PUCCA,True,MIDDLE
34390,390,H-34390,PUCCA,False,MIDDLE
34391,391,H-34391,PUCCA,True,MIDDLE
34392,392,H-34392,KUTCHA,False,LOW
34393,393,H-34393,PUCCA,True,MIDDLE
34394,394,H-34394,PUCCA,False,MIDDLE
34395,395,H-34395,PUCCA,False,MIDDLE
34396,396,H-34396,KUTCHA,False,LOW
34397,397,H-34397,PUCCA,True,MIDDLE
34398,398,H-34398,SEMI_PUCCA,True,MIDDLE
34399,399,H-34399,PUCCA,False,HIGH
34400,400,H-34400,PUCCA,True,MIDDLE
34401,401,H-34401,PUCCA,True,MIDDLE
34402,402,H-34402,SEMI_PUCCA,True,MIDDLE
34403,403,H-34403,PUCCA,True,MIDDLE
34404,404,H-34404,KUTCHA,True,MIDDLE
34405,405,H-34405,PUCCA,True,HIGH
34406,406,H-34406,PUCCA,True,LOW
34407,407,H-34407,PUCCA,True,HIGH
34408,408,H-34408,PUCCA,True,MIDDLE
34409,409,H-34409,KUTCHA,False,LOW
34410,410,H-34410,SEMI_PUCCA,True,LOW
34411,411,H-34411,PUCCA,False,MIDDLE
34412,412,H-34412,SEMI_PUCCA,True,MIDDLE
34413,413,H-34413,SEMI_PUCCA,True,LOW
34414,414,H-34414,PUCCA,True,MIDDLE
34415,415,H-34415,PUCCA,True,MIDDLE
34416,416,H-34416,SEMI_PUCCA,True,LOW
34417,417,H-34417,KUTCHA,True,LOW
34418,418,H-34418,PUCCA,False,MIDDLE
34419,419,H-34419,PUCCA,True,MIDDLE
34420,420,H-34420,SEMI_PUCCA,True,MIDDLE
34421,421,H-34421,SEMI_PUCCA,True,LOW
34422,422,H-34422,PUCCA,True,MIDDLE
34423,423,H-34423,PUCCA,True,LOW
34424,424,H-34424,SEMI_PUCCA,True,MIDDLE
34425,425,H-34425,PUCCA,True,MIDDLE
34426,426,H-34426,PUCCA,False,LOW
34427,427,H-34427,KUTCHA,True,MIDDLE
34428,428,H-34428,PUCCA,True,MIDDLE
34429,429,H-34429,SEMI_PUCCA,True,LOW
34430,430,H-34430,PUCCA,True,MIDDLE
34431,431,H-34431,KUTCHA,True,MIDDLE
34432,432,H-34432,PUCCA,True,MIDDLE
34433,433,H-34433,SEMI_PUCCA,True,MIDDLE
34434,434,H-34434,SEMI_PUCCA,False,MIDDLE
34435,435,H-34435,SEMI_PUCCA,True,MIDDLE
34436,436,H-34436,SEMI_PUCCA,False,LOW
34437,437,H-34437,PUCCA,True,MIDDLE
34438,438,H-34438,PUCCA,True,MIDDLE
34439,439,H-34439,PUCCA,True,MIDDLE
34440,440,H-34440,SEMI_PUCCA,False,MIDDLE
34441,441,H-34441,SEMI_PUCCA,True,MIDDLE
34442,442,H-34442,SEMI_PUCCA,True,MIDDLE
34443,443,H-34443,PUCCA,False,MIDDLE
34444,444,H-34444,SEMI_PUCCA,False,MIDDLE
34445,445,H-34445,SEMI_PUCCA,True,LOW
34446,446,H-34446,PUCCA,True,MIDDLE
34447,447,H-34447,SEMI_PUCCA,True,LOW
34448,448,H-34448,PUCCA,False,MIDDLE
34449,449,H-34449,PUCCA,True,MIDDLE
34450,450,H-34450,KUTCHA,True,MIDDLE
34451,451,H-34451,PUCCA,False,MIDDLE
34452,452,H-34452,PUCCA,True,MIDDLE
34453,453,H-34453,PUCCA,True,MIDDLE
34454,454,H-34454,PUCCA,True,LOW
34455,455,H-34455,KUTCHA,True,MIDDLE
34456,456,H-34456,PUCCA,False,MIDDLE
34457,457,H-34457,PUCCA,True,LOW
34458,458,H-34458,PUCCA,True,MIDDLE
34459,459,H-34459,SEMI_PUCCA,True,MIDDLE
34460,460,H-34460,PUCCA,True,HIGH
34461,461,H-34461,SEMI_PUCCA,False,MIDDLE
34462,462,H-34462,PUCCA,True,HIGH
34463,463,H-34463,SEMI_PUCCA,True,MIDDLE
34464,464,H-34464,SEMI_PUCCA,True,LOW
34465,465,H-34465,SEMI_PUCCA,True,MIDDLE
34466,466,H-34466,PUCCA,False,MIDDLE
34467,467,H-34467,KUTCHA,True,MIDDLE
34468,468,H-34468,PUCCA,True,HIGH
34469,469,H-34469,PUCCA,True,MIDDLE
34470,470,H-34470,SEMI_PUCCA,True,MIDDLE
34471,471,H-34471,SEMI_PUCCA,True,LOW
34472,472,H-34472,PUCCA,True,MIDDLE
34473,473,H-34473,SEMI_PUCCA,False,MIDDLE
34474,474,H-34474,SEMI_PUCCA,True,MIDDLE
34475,475,H-34475,KUTCHA,True,LOW
34476,476,H-34476,SEMI_PUCCA,True,LOW
34477,477,H-34477,SEMI_PUCCA,True,MIDDLE
34478,478,H-34478,KUTCHA,True,MIDDLE
34479,479,H-34479,PUCCA,True,MIDDLE
34480,480,H-34480,PUCCA,True,HIGH
34481,481,H-34481,PUCCA,True,LOW
34482,482,H-34482,SEMI_PUCCA,False,MIDDLE
34483,483,H-34483,SEMI_PUCCA,True,HIGH
34484,484,H-34484,PUCCA,False,MIDDLE
34485,485,H-34485,SEMI_PUCCA,True,MIDDLE
34486,486,H-34486,KUTCHA,True,MIDDLE
34487,487,H-34487,PUCCA,True,MIDDLE
34488,488,H-34488,SEMI_PUCCA,True,HIGH
34489,489,H-34489,PUCCA,True,HIGH
34490,490,H-34490,KUTCHA,True,MIDDLE
34491,491,H-34491,PUCCA,True,MIDDLE
34492,492,H-34492,PUCCA,False,HIGH
34493,493,H-34493,PUCCA,True,MIDDLE
34494,494,H-34494,PUCCA,True,MIDDLE
34495,495,H-34495,PUCCA,True,MIDDLE
34496,496,H-34496,PUCCA,True,LOW
34497,497,H-34497,SEMI_PUCCA,True,MIDDLE
34498,498,H-34498,PUCCA,True,LOW
34499,499,H-34499,PUCCA,True,MIDDLE
34500,500,H-34500,PUCCA,True,HIGH
34501,1,H-34501,PUCCA,False,MIDDLE
34502,2,H-34502,KUTCHA,True,MIDDLE
34503,3,H-34503,PUCCA,True,LOW
34504,4,H-34504,SEMI_PUCCA,True,MIDDLE
34505,5,H-34505,SEMI_PUCCA,True,MIDDLE
34506,6,H-34506,PUCCA,True,MIDDLE
34507,7,H-34507,PUCCA,True,LOW
34508,8,H-34508,PUCCA,False,HIGH
34509,9,H-34509,PUCCA,True,MIDDLE
34510,10,H-34510,PUCCA,True,MIDDLE
34511,11,H-34511,PUCCA,True,LOW
34512,12,H-34512,PUCCA,True,LOW
34513,13,H-34513,PUCCA,True,HIGH
34514,14,H-34514,PUCCA,True,MIDDLE
34515,15,H-34515,SEMI_PUCCA,True,MIDDLE
34516,16,H-34516,KUTCHA,True,MIDDLE
34517,17,H-34517,SEMI_PUCCA,False,MIDDLE
34518,18,H-34518,KUTCHA,True,MIDDLE
34519,19,H-34519,PUCCA,True,MIDDLE
34520,20,H-34520,PUCCA,True,MIDDLE
34521,21,H-34521,PUCCA,True,LOW
34522,22,H-34522,PUCCA,True,MIDDLE
34523,23,H-34523,PUCCA,True,MIDDLE
34524,24,H-34524,SEMI_PUCCA,True,LOW
34525,25,H-34525,SEMI_PUCCA,True,MIDDLE
34526,26,H-34526,KUTCHA,True,HIGH
34527,27,H-34527,PUCCA,True,MIDDLE
34528,28,H-34528,PUCCA,True,HIGH
34529,29,H-34529,PUCCA,True,MIDDLE
34530,30,H-34530,SEMI_PUCCA,False,MIDDLE
34531,31,H-34531,PUCCA,True,MIDDLE
34532,32,H-34532,SEMI_PUCCA,True,LOW
34533,33,H-34533,PUCCA,True,HIGH
34534,34,H-34534,SEMI_PUCCA,True,MIDDLE
34535,35,H-34535,PUCCA,True,MIDDLE
34536,36,H-34536,SEMI_PUCCA,True,MIDDLE
34537,37,H-34537,PUCCA,True,MIDDLE
34538,38,H-34538,SEMI_PUCCA,True,MIDDLE
34539,39,H-34539,KUTCHA,True,MIDDLE
34540,40,H-34540,PUCCA,False,LOW
34541,41,H-34541,SEMI_PUCCA,True,MIDDLE
34542,42,H-34542,PUCCA,True,MIDDLE
34543,43,H-34543,SEMI_PUCCA,True,LOW
34544,44,H-34544,SEMI_PUCCA,True,HIGH
34545,45,H-34545,SEMI_PUCCA,False,MIDDLE
34546,46,H-34546,PUCCA,True,LOW
34547,47,H-34547,PUCCA,True,MIDDLE
34548,48,H-34548,PUCCA,True,LOW
34549,49,H-34549,PUCCA,True,MIDDLE
34550,50,H-34550,PUCCA,True,LOW
34551,51,H-34551,KUTCHA,False,MIDDLE
34552,52,H-34552,PUCCA,True,MIDDLE
34553,53,H-34553,PUCCA,False,MIDDLE
34554,54,H-34554,KUTCHA,True,MIDDLE
34555,55,H-34555,SEMI_PUCCA,True,HIGH
34556,56,H-34556,PUCCA,True,LOW
34557,57,H-34557,PUCCA,True,LOW
34558,58,H-34558,PUCCA,True,MIDDLE
34559,59,H-34559,SEMI_PUCCA,True,MIDDLE
34560,60,H-34560,SEMI_PUCCA,True,MIDDLE
34561,61,H-34561,SEMI_PUCCA,False,HIGH
34562,62,H-34562,PUCCA,True,MIDDLE
34563,63,H-34563,SEMI_PUCCA,True,HIGH
34564,64,H-34564,PUCCA,True,HIGH
34565,65,H-34565,PUCCA,True,MIDDLE
34566,66,H-34566,SEMI_PUCCA,True,MIDDLE
34567,67,H-34567,SEMI_PUCCA,True,LOW
34568,68,H-34568,PUCCA,False,LOW
34569,69,H-34569,SEMI_PUCCA,True,MIDDLE
34570,70,H-34570,KUTCHA,True,MIDDLE
34571,71,H-34571,PUCCA,True,HIGH
34572,72,H-34572,SEMI_PUCCA,False,LOW
34573,73,H-34573,PUCCA,True,LOW
34574,74,H-34574,PUCCA,True,HIGH
34575,75,H-34575,KUTCHA,True,MIDDLE
34576,76,H-34576,KUTCHA,True,HIGH
34577,77,H-34577,PUCCA,True,LOW
34578,78,H-34578,PUCCA,True,MIDDLE
34579,79,H-34579,PUCCA,True,LOW
34580,80,H-34580,KUTCHA,True,MIDDLE
34581,81,H-34581,KUTCHA,True,LOW
34582,82,H-34582,PUCCA,True,MIDDLE
34583,83,H-34583,PUCCA,True,MIDDLE
34584,84,H-34584,SEMI_PUCCA,True,MIDDLE
34585,85,H-34585,PUCCA,False,LOW
34586,86,H-34586,SEMI_PUCCA,True,HIGH
34587,87,H-34587,PUCCA,True,LOW
34588,88,H-34588,KUTCHA,True,LOW
34589,89,H-34589,KUTCHA,True,MIDDLE
34590,90,H-34590,KUTCHA,True,MIDDLE
34591,91,H-34591,KUTCHA,True,MIDDLE
34592,92,H-34592,PUCCA,True,LOW
34593,93,H-34593,PUCCA,True,LOW
34594,94,H-34594,KUTCHA,False,MIDDLE
34595,95,H-34595,PUCCA,True,LOW
34596,96,H-34596,PUCCA,False,MIDDLE
34597,97,H-34597,PUCCA,True,MIDDLE
34598,98,H-34598,SEMI_PUCCA,True,MIDDLE
34599,99,H-34599,PUCCA,True,MIDDLE
34600,100,H-34600,PUCCA,False,MIDDLE
34601,101,H-34601,KUTCHA,True,HIGH
34602,102,H-34602,PUCCA,True,MIDDLE
34603,103,H-34603,PUCCA,True,MIDDLE
34604,104,H-34604,SEMI_PUCCA,True,MIDDLE
34605,105,H-34605,PUCCA,True,LOW
34606,106,H-34606,KUTCHA,True,MIDDLE
34607,107,H-34607,PUCCA,True,MIDDLE
34608,108,H-34608,PUCCA,True,MIDDLE
34609,109,H-34609,PUCCA,True,LOW
34610,110,H-34610,KUTCHA,True,MIDDLE
34611,111,H-34611,PUCCA,True,LOW
34612,112,H-34612,PUCCA,True,LOW
34613,113,H-34613,PUCCA,True,MIDDLE
34614,114,H-34614,PUCCA,True,MIDDLE
34615,115,H-34615,SEMI_PUCCA,True,MIDDLE
34616,116,H-34616,PUCCA,True,MIDDLE
34617,117,H-34617,PUCCA,True,HIGH
34618,118,H-34618,PUCCA,True,LOW
34619,119,H-34619,KUTCHA,True,MIDDLE
34620,120,H-34620,SEMI_PUCCA,False,MIDDLE
34621,121,H-34621,PUCCA,True,HIGH
34622,122,H-34622,PUCCA,True,MIDDLE
34623,123,H-34623,PUCCA,True,HIGH
34624,124,H-34624,SEMI_PUCCA,True,LOW
34625,125,H-34625,PUCCA,True,LOW
34626,126,H-34626,PUCCA,True,LOW
34627,127,H-34627,SEMI_PUCCA,True,MIDDLE
34628,128,H-34628,SEMI_PUCCA,False,MIDDLE
34629,129,H-34629,PUCCA,True,MIDDLE
34630,130,H-34630,KUTCHA,True,MIDDLE
34631,131,H-34631,PUCCA,True,MIDDLE
34632,132,H-34632,PUCCA,True,LOW
34633,133,H-34633,PUCCA,True,MIDDLE
34634,134,H-34634,KUTCHA,False,LOW
34635,135,H-34635,PUCCA,True,MIDDLE
34636,136,H-34636,PUCCA,True,MIDDLE
34637,137,H-34637,SEMI_PUCCA,True,LOW
34638,138,H-34638,PUCCA,False,MIDDLE
34639,139,H-34639,PUCCA,True,MIDDLE
34640,140,H-34640,SEMI_PUCCA,True,LOW
34641,141,H-34641,PUCCA,True,MIDDLE
34642,142,H-34642,KUTCHA,True,MIDDLE
34643,143,H-34643,PUCCA,True,MIDDLE
34644,144,H-34644,KUTCHA,True,HIGH
34645,145,H-34645,SEMI_PUCCA,True,LOW
34646,146,H-34646,PUCCA,True,MIDDLE
34647,147,H-34647,PUCCA,False,MIDDLE
34648,148,H-34648,PUCCA,True,MIDDLE
34649,149,H-34649,PUCCA,True,LOW
34650,150,H-34650,PUCCA,True,MIDDLE
34651,151,H-34651,PUCCA,True,MIDDLE
34652,152,H-34652,PUCCA,True,MIDDLE
34653,153,H-34653,PUCCA,True,MIDDLE
34654,154,H-34654,KUTCHA,True,LOW
34655,155,H-34655,PUCCA,False,HIGH
34656,156,H-34656,PUCCA,True,MIDDLE
34657,157,H-34657,PUCCA,True,MIDDLE
34658,158,H-34658,PUCCA,True,LOW
34659,159,H-34659,SEMI_PUCCA,True,MIDDLE
34660,160,H-34660,SEMI_PUCCA,True,HIGH
34661,161,H-34661,PUCCA,False,MIDDLE
34662,162,H-34662,PUCCA,True,MIDDLE
34663,163,H-34663,PUCCA,True,MIDDLE
34664,164,H-34664,SEMI_PUCCA,True,LOW
34665,165,H-34665,PUCCA,True,LOW
34666,166,H-34666,KUTCHA,True,HIGH
34667,167,H-34667,PUCCA,True,MIDDLE
34668,168,H-34668,PUCCA,True,MIDDLE
34669,169,H-34669,SEMI_PUCCA,True,LOW
34670,170,H-34670,KUTCHA,True,MIDDLE
34671,171,H-34671,PUCCA,True,MIDDLE
34672,172,H-34672,SEMI_PUCCA,True,MIDDLE
34673,173,H-34673,PUCCA,False,MIDDLE
34674,174,H-34674,SEMI_PUCCA,True,MIDDLE
34675,175,H-34675,PUCCA,True,MIDDLE
34676,176,H-34676,KUTCHA,True,MIDDLE
34677,177,H-34677,PUCCA,True,LOW
34678,178,H-34678,KUTCHA,True,LOW
34679,179,H-34679,PUCCA,True,HIGH
34680,180,H-34680,SEMI_PUCCA,True,LOW
34681,181,H-34681,KUTCHA,True,MIDDLE
34682,182,H-34682,SEMI_PUCCA,True,MIDDLE
34683,183,H-34683,PUCCA,False,MIDDLE
34684,184,H-34684,SEMI_PUCCA,True,HIGH
34685,185,H-34685,PUCCA,True,MIDDLE
34686,186,H-34686,KUTCHA,True,LOW
34687,187,H-34687,PUCCA,True,MIDDLE
34688,188,H-34688,SEMI_PUCCA,False,MIDDLE
34689,189,H-34689,KUTCHA,False,LOW
34690,190,H-34690,PUCCA,True,MIDDLE
34691,191,H-34691,SEMI_PUCCA,True,LOW
34692,192,H-34692,PUCCA,True,LOW
34693,193,H-34693,SEMI_PUCCA,True,HIGH
34694,194,H-34694,PUCCA,True,MIDDLE
34695,195,H-34695,SEMI_PUCCA,True,MIDDLE
34696,196,H-34696,PUCCA,True,LOW
34697,197,H-34697,SEMI_PUCCA,False,MIDDLE
34698,198,H-34698,PUCCA,True,LOW
34699,199,H-34699,SEMI_PUCCA,True,MIDDLE
34700,200,H-34700,PUCCA,True,MIDDLE
34701,201,H-34701,SEMI_PUCCA,True,MIDDLE
34702,202,H-34702,PUCCA,False,MIDDLE
34703,203,H-34703,PUCCA,True,MIDDLE
34704,204,H-34704,SEMI_PUCCA,True,MIDDLE
34705,205,H-34705,PUCCA,True,MIDDLE
34706,206,H-34706,PUCCA,True,MIDDLE
34707,207,H-34707,SEMI_PUCCA,False,HIGH
34708,208,H-34708,SEMI_PUCCA,False,MIDDLE
34709,209,H-34709,PUCCA,True,MIDDLE
34710,210,H-34710,KUTCHA,True,LOW
34711,211,H-34711,SEMI_PUCCA,True,MIDDLE
34712,212,H-34712,SEMI_PUCCA,True,HIGH
34713,213,H-34713,PUCCA,True,MIDDLE
34714,214,H-34714,PUCCA,True,MIDDLE
34715,215,H-34715,KUTCHA,True,MIDDLE
34716,216,H-34716,PUCCA,True,LOW
34717,217,H-34717,PUCCA,True,MIDDLE
34718,218,H-34718,SEMI_PUCCA,True,MIDDLE
34719,219,H-34719,PUCCA,True,MIDDLE
34720,220,H-34720,PUCCA,True,LOW
34721,221,H-34721,PUCCA,True,MIDDLE
34722,222,H-34722,SEMI_PUCCA,True,LOW
34723,223,H-34723,SEMI_PUCCA,True,MIDDLE
34724,224,H-34724,PUCCA,True,MIDDLE
34725,225,H-34725,SEMI_PUCCA,False,LOW
34726,226,H-34726,SEMI_PUCCA,False,MIDDLE
34727,227,H-34727,PUCCA,True,MIDDLE
34728,228,H-34728,SEMI_PUCCA,True,MIDDLE
34729,229,H-34729,SEMI_PUCCA,False,MIDDLE
34730,230,H-34730,PUCCA,True,LOW
34731,231,H-34731,SEMI_PUCCA,True,LOW
34732,232,H-34732,PUCCA,True,LOW
34733,233,H-34733,PUCCA,True,MIDDLE
34734,234,H-34734,SEMI_PUCCA,True,MIDDLE
34735,235,H-34735,PUCCA,True,MIDDLE
34736,236,H-34736,PUCCA,True,MIDDLE
34737,237,H-34737,SEMI_PUCCA,True,MIDDLE
34738,238,H-34738,SEMI_PUCCA,True,MIDDLE
34739,239,H-34739,PUCCA,True,LOW
34740,240,H-34740,PUCCA,False,MIDDLE
34741,241,H-34741,PUCCA,True,MIDDLE
34742,242,H-34742,PUCCA,False,LOW
34743,243,H-34743,KUTCHA,True,LOW
34744,244,H-34744,KUTCHA,False,MIDDLE
34745,245,H-34745,KUTCHA,True,LOW
34746,246,H-34746,PUCCA,False,MIDDLE
34747,247,H-34747,PUCCA,True,MIDDLE
34748,248,H-34748,SEMI_PUCCA,True,MIDDLE
34749,249,H-34749,PUCCA,False,HIGH
34750,250,H-34750,SEMI_PUCCA,True,MIDDLE
34751,251,H-34751,KUTCHA,True,LOW
34752,252,H-34752,PUCCA,False,HIGH
34753,253,H-34753,PUCCA,True,HIGH
34754,254,H-34754,KUTCHA,True,MIDDLE
34755,255,H-34755,PUCCA,True,LOW
34756,256,H-34756,KUTCHA,True,HIGH
34757,257,H-34757,SEMI_PUCCA,False,MIDDLE
34758,258,H-34758,PUCCA,False,LOW
